ID;nom;adresse;commune;etat;type;geo;nbPlacesDispo;nbVelosDispo;etatConnexion;localisation;datemiseajour
258;CARLIERS;135, CHAUSSÉE GALILÉE;TOURCOING;EN SERVICE;AVEC TPE;50.710735,3.159881;6;6;CONNECTED;50.710735,3.159881;2022-06-20T22:30:14+02:00
157;CANON D'OR;FACE AU 255 RUE DE LILLE;LAMBERSART;EN SERVICE;AVEC TPE;50.64989,3.042045;0;16;CONNECTED;50.64989,3.042045;2022-06-20T22:30:13+02:00
59;BELFORT;84 RUE DE TREVISE;LILLE;HORS SERVICE;AVEC TPE;50.622223,3.077127;1;0;DISCONNECTED;50.622223,3.077127;2019-08-30T07:05:05+02:00
261;PHALEMPINS;PHALEMPINS;TOURCOING;EN SERVICE;AVEC TPE;50.732277,3.157656;10;6;CONNECTED;50.732277,3.157656;2022-06-20T22:30:14+02:00
158;DELECAUT;FACE AU 102 AVENUE HENRI DELECAUX;LAMBERSART;EN SERVICE;AVEC TPE;50.644943,3.036932;3;17;CONNECTED;50.644943,3.036932;2022-06-20T22:30:13+02:00
63;HOTEL DE REGION;BOULEVARD DU PRESIDENT HOOVER;LILLE;EN SERVICE;AVEC TPE;50.629738,3.078224;27;5;CONNECTED;50.629738,3.078224;2022-06-20T22:30:13+02:00
120;LOMME MAIRIE;HÔTEL DE VILLE;LOMME;EN SERVICE;AVEC TPE;50.63899,3.01154;9;9;CONNECTED;50.63899,3.01154;2022-06-20T22:30:13+02:00
214;SAINT JEAN-BAPTISTE;1, RUE LESUEUR;ROUBAIX;EN SERVICE;AVEC TPE;50.6795,3.179257;6;6;CONNECTED;50.6795,3.179257;2022-06-20T22:30:14+02:00
67;MONTEBELLO;122 BOULEVARD MONTEBELLO;LILLE;EN SERVICE;AVEC TPE;50.621952,3.04534;20;4;CONNECTED;50.621952,3.04534;2022-06-20T22:30:13+02:00
234;ALSACE;89, BOULEVARD D'ARMENTIÈRES;ROUBAIX;EN SERVICE;AVEC TPE;50.7004,3.161378;10;6;CONNECTED;50.7004,3.161378;2022-06-20T22:30:14+02:00
139;RUE DE LILLE;RUE DE LILLE;VILLENEUVE D'ASCQ;EN SERVICE;SANS TPE;50.62577,3.144714;5;11;CONNECTED;50.62577,3.144714;2022-06-20T22:30:13+02:00
237;RUE DES ANGES;FACE AU 42 RUE DES ANGES;TOURCOING;EN SERVICE;SANS TPE;50.719803,3.156338;7;5;CONNECTED;50.719803,3.156338;2022-06-20T22:30:14+02:00
165;JEAN SANS PEUR;68 RUE JEAN SANS PEUR;LILLE;EN SERVICE;AVEC TPE;50.632367,3.05816;11;3;CONNECTED;50.632367,3.05816;2022-06-20T22:30:13+02:00
238;THEATRE TOURCOING;1, RUE DE L'ALMA;TOURCOING;EN SERVICE;AVEC TPE;50.72075,3.152659;10;7;CONNECTED;50.72075,3.152659;2022-06-20T22:30:14+02:00
170;GANTOIS;104-122 Bld VICTOR HUGO;LILLE;EN SERVICE;AVEC TPE;50.62195,3.06038;9;3;CONNECTED;50.62195,3.06038;2022-06-20T22:30:13+02:00
249;RUE DE MENIN;FACE AU 40 RUE JOURDAN;TOURCOING;EN SERVICE;SANS TPE;50.728798,3.154051;6;6;CONNECTED;50.728798,3.154051;2022-06-20T22:30:14+02:00
174;CHU - EURASANTÉ;BOULEVARD EUGENE DUTHOIT;LILLE;EN SERVICE;AVEC TPE;50.607664,3.038892;27;1;CONNECTED;50.607664,3.038892;2022-06-20T22:30:13+02:00
256;PONT DE NEUVILLE;301, RUE DU PONT DE NEUVILLE;TOURCOING;EN SERVICE;AVEC TPE;50.73682,3.1712308;9;7;CONNECTED;50.73682,3.1712308;2022-06-20T22:30:14+02:00
178;LA FILEUSE;81 RUE DU MARECHAL FOCH;LOOS;EN SERVICE;AVEC TPE;50.615246,3.018435;8;10;CONNECTED;50.615246,3.018435;2022-06-20T22:30:13+02:00
69;CHASSEURS DE DRIANT;11 AVENUE VERHAEREN;LILLE;EN SERVICE;SANS TPE;50.61893,3.032539;15;7;CONNECTED;50.61893,3.032539;2022-06-20T22:30:13+02:00
180;SQUARE JEAN MONNET;19 ALLEE DU Dr HAVET;LAMBERSART;EN SERVICE;SANS TPE;50.652107,3.029324;5;10;CONNECTED;50.652107,3.029324;2022-06-20T22:30:13+02:00
16;MAGASIN;3 RUE SAINT ANDRE;LILLE;EN SERVICE;AVEC TPE;50.646225,3.053499;3;13;CONNECTED;50.646225,3.053499;2022-06-20T22:30:12+02:00
184;RUE DU PARC;18 BIS RUE DU PARC;LA MADELEINE;EN SERVICE;SANS TPE;50.651107,3.0678;1;11;CONNECTED;50.651107,3.0678;2022-06-20T22:30:13+02:00
211;GUSTAVE DELORY;48, AVENUE GUSTAVE DELORY;ROUBAIX;EN SERVICE;AVEC TPE;50.674164,3.174519;5;13;CONNECTED;50.674164,3.174519;2022-06-20T22:30:14+02:00
213;LANNOY;93, RUE DE LANNOY;ROUBAIX;EN SERVICE;SANS TPE;50.68859,3.182028;10;8;CONNECTED;50.68859,3.182028;2022-06-20T22:30:14+02:00
220;MUSEE ART ET INDUSTRIE;105, AVENUE JEAN-BAPTISTE LEBAS;ROUBAIX;EN SERVICE;AVEC TPE;50.693768,3.167666;9;5;CONNECTED;50.693768,3.167666;2022-06-20T22:30:14+02:00
225;EPEULE MONTESQUIEU;RUE INKERMAN;ROUBAIX;EN SERVICE;SANS TPE;50.683987,3.16327;8;8;CONNECTED;50.683987,3.16327;2022-06-20T22:30:14+02:00
229;NATIONS UNIES;158, BOULEVARD GAMBETTA;ROUBAIX;EN SERVICE;SANS TPE;50.692368,3.185092;9;9;CONNECTED;50.692368,3.185092;2022-06-20T22:30:14+02:00
242;TOURCOING GARE;PLACE PIERRE SEMARD;TOURCOING;EN SERVICE;AVEC TPE;50.716843,3.167834;12;6;CONNECTED;50.716843,3.167834;2022-06-20T22:30:14+02:00
250;TOURCOING MAIRIE;6 BIS, RUE NATIONALE;TOURCOING;EN SERVICE;AVEC TPE;50.72389,3.160344;13;9;CONNECTED;50.72389,3.160344;2022-06-20T22:30:14+02:00
